"airport","flight_count","delay_count","avg_duration","avg_distance","total_distance","avg_depart_delay","avg_arrival_delay"
"11111",123,16,91.6829268292683,402.707317073171,49533,5.9349593495935,1.26016260162602
"11122",138,25,73.5620437956204,281.521739130435,38850,-2.30656934306569,-4.18248175182482
"11140",366,88,63.9610027855153,241.368852459016,88341,9.75555555555556,5.62674094707521
"11146",224,64,95.7901785714286,447.522321428571,100245,4.5,4.09821428571429
"11150",112,27,43.1696428571429,83,9296,5.80357142857143,4.05357142857143
"11193",1919,432,126.529689963216,688.098488796248,1320461,2.44392033542977,-1.41513399894903
"11203",145,18,70.5172413793103,213,30885,-2.71724137931034,-2.53103448275862
"11252",119,22,85.2773109243697,366,43554,-1.27731092436975,-4.7563025210084
"11259",5930,2800,112.725012770305,690.278583473862,4093352,10.5086646279307,5.75736420909246
"11267",753,183,100.540322580645,475.058432934927,357719,2.8768406961178,0.34005376344086
"11274",87,9,56.6666666666667,147,12789,-1.50574712643678,-7.52873563218391
"11278",6819,1994,137.482171918923,765.273060566065,5218397,4.69388659184879,-1.06998076638556
"11292",18136,6580,136.217237373458,888.623786943097,16116081,5.8818071357561,-1.25175637550479
"11298",21044,6108,130.49795977849,784.71882721916,16513623,6.98653557417543,0.742446322743613
"11308",118,19,59.8728813559322,170,20060,5.05084745762712,6.3728813559322
